x,age,workclass,education,marital-status,relationship,race,gender,hours-per-week,income
42671,38,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42672,32,?,HS-grad,Never-married,Not-in-family,Amer-Indian-Eskimo,Female,38,<=50K
42673,32,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
42674,44,Private,HS-grad,Divorced,Not-in-family,White,Female,50,<=50K
42675,24,Private,Assoc-voc,Divorced,Not-in-family,White,Female,40,<=50K
42676,48,Private,Bachelors,Married-civ-spouse,Husband,White,Male,70,>50K
42677,43,Private,Some-college,Never-married,Not-in-family,White,Male,45,<=50K
42678,69,?,HS-grad,Married-civ-spouse,Husband,White,Male,5,<=50K
42679,39,Self-emp-not-inc,HS-grad,Separated,Not-in-family,White,Male,50,<=50K
42680,55,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
42681,27,Private,Assoc-voc,Never-married,Unmarried,White,Male,40,>50K
42682,29,Private,Some-college,Never-married,Unmarried,White,Male,50,<=50K
42683,41,Self-emp-not-inc,Masters,Married-civ-spouse,Wife,White,Female,10,>50K
42684,30,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,72,>50K
42685,28,Private,Assoc-voc,Never-married,Other-relative,White,Male,40,<=50K
42686,68,Private,HS-grad,Married-civ-spouse,Husband,White,Male,37,<=50K
42687,55,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42688,37,Private,10th,Married-civ-spouse,Husband,Black,Male,65,<=50K
42689,55,Private,Prof-school,Married-civ-spouse,Husband,White,Male,55,>50K
42690,60,Self-emp-inc,HS-grad,Married-civ-spouse,Wife,White,Female,8,>50K
42691,44,Private,Masters,Married-civ-spouse,Husband,White,Male,40,<=50K
42692,45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42693,37,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
42694,58,?,Some-college,Married-civ-spouse,Wife,White,Female,20,<=50K
42695,47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
42696,18,Private,11th,Never-married,Own-child,White,Female,10,<=50K
42697,23,Private,Some-college,Married-civ-spouse,Husband,White,Male,38,<=50K
42698,35,Local-gov,Some-college,Divorced,Unmarried,White,Female,40,<=50K
42699,61,Self-emp-inc,10th,Married-civ-spouse,Husband,White,Male,40,>50K
42700,54,Private,Some-college,Married-civ-spouse,Husband,White,Male,98,<=50K
42701,21,Private,HS-grad,Married-civ-spouse,Wife,White,Female,19,<=50K
42702,53,State-gov,Masters,Never-married,Not-in-family,White,Female,40,<=50K
42703,46,Self-emp-not-inc,10th,Separated,Unmarried,White,Female,15,<=50K
42704,56,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
42705,46,Private,Bachelors,Divorced,Not-in-family,White,Male,50,<=50K
42706,36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42707,54,Private,Bachelors,Widowed,Not-in-family,White,Female,80,>50K
42708,35,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42709,26,Private,Bachelors,Never-married,Other-relative,White,Female,35,<=50K
42710,49,Self-emp-inc,HS-grad,Never-married,Not-in-family,White,Male,47,<=50K
42711,60,Self-emp-not-inc,HS-grad,Divorced,Unmarried,White,Female,99,<=50K
42712,55,Private,HS-grad,Separated,Unmarried,Black,Female,40,<=50K
42713,21,Private,Assoc-acdm,Never-married,Not-in-family,Black,Female,40,<=50K
42714,38,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
42715,41,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,35,<=50K
42716,43,State-gov,Some-college,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
42717,54,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
42718,46,Private,Doctorate,Never-married,Own-child,White,Male,40,<=50K
42719,20,Private,Some-college,Never-married,Own-child,Black,Male,40,<=50K
42720,35,Private,Some-college,Divorced,Not-in-family,White,Female,50,<=50K
42721,24,Private,Some-college,Never-married,Not-in-family,Asian-Pac-Islander,Female,50,<=50K
42722,41,Private,1st-4th,Married-civ-spouse,Husband,White,Male,40,<=50K
42723,36,Private,HS-grad,Never-married,Unmarried,Black,Male,40,<=50K
42724,40,Self-emp-not-inc,5th-6th,Married-civ-spouse,Husband,White,Male,10,<=50K
42725,23,Private,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
42726,37,Private,HS-grad,Never-married,Not-in-family,White,Male,50,<=50K
42727,71,Self-emp-inc,Some-college,Widowed,Not-in-family,White,Female,24,<=50K
42728,36,Private,5th-6th,Never-married,Not-in-family,Asian-Pac-Islander,Male,40,<=50K
42729,51,Private,Some-college,Married-civ-spouse,Wife,White,Female,40,>50K
42730,30,Private,HS-grad,Never-married,Not-in-family,White,Male,50,<=50K
42731,40,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
42732,26,Private,HS-grad,Never-married,Own-child,White,Female,45,<=50K
42733,49,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
42734,30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,43,<=50K
42735,48,Private,Some-college,Divorced,Not-in-family,White,Female,16,<=50K
42736,53,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
42737,31,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
42738,40,Private,HS-grad,Never-married,Own-child,Black,Female,40,<=50K
42739,21,?,Assoc-acdm,Never-married,Own-child,White,Female,40,<=50K
42740,38,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
42741,37,?,10th,Married-civ-spouse,Husband,White,Male,84,<=50K
42742,34,Private,10th,Never-married,Unmarried,Black,Female,20,<=50K
42743,53,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
42744,21,Private,Some-college,Never-married,Own-child,White,Female,35,<=50K
42745,26,Private,Masters,Never-married,Own-child,Asian-Pac-Islander,Female,40,>50K
42746,29,Private,Bachelors,Divorced,Not-in-family,White,Female,40,<=50K
42747,44,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
42748,22,Private,Some-college,Divorced,Other-relative,White,Female,40,<=50K
42749,43,Federal-gov,Bachelors,Married-civ-spouse,Husband,White,Male,42,>50K
42750,39,Private,Some-college,Separated,Unmarried,White,Female,25,<=50K
42751,38,Local-gov,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
42752,67,Private,HS-grad,Widowed,Not-in-family,White,Female,35,<=50K
42753,31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,65,<=50K
42754,30,Private,11th,Never-married,Not-in-family,White,Female,35,<=50K
42755,53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Wife,White,Female,65,<=50K
42756,44,Private,Bachelors,Married-civ-spouse,Husband,White,Male,48,>50K
42757,43,Private,5th-6th,Married-civ-spouse,Husband,White,Male,40,<=50K
42758,22,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
42759,31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
42760,44,Private,11th,Divorced,Not-in-family,White,Male,40,<=50K
42761,88,Self-emp-not-inc,7th-8th,Widowed,Not-in-family,White,Male,5,<=50K
42762,21,Private,HS-grad,Never-married,Not-in-family,White,Male,60,<=50K
42763,31,Private,Bachelors,Never-married,Own-child,White,Female,35,<=50K
42764,35,Local-gov,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
42765,30,Private,Bachelors,Never-married,Own-child,Black,Male,55,<=50K
42766,48,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42767,68,?,HS-grad,Widowed,Unmarried,White,Female,16,<=50K
42768,64,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,<=50K
42769,49,Private,Masters,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,50,>50K
42770,44,Private,Doctorate,Married-civ-spouse,Husband,White,Male,50,<=50K
42771,18,Private,11th,Never-married,Own-child,White,Male,12,<=50K
42772,34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42773,29,Local-gov,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
42774,23,Private,HS-grad,Never-married,Other-relative,Black,Male,40,<=50K
42775,36,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
42776,29,?,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
42777,34,Private,10th,Married-civ-spouse,Husband,White,Male,45,<=50K
42778,27,Self-emp-not-inc,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
42779,57,Local-gov,Some-college,Separated,Not-in-family,Black,Female,40,<=50K
42780,24,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
42781,54,Private,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
42782,18,Private,Some-college,Never-married,Own-child,White,Female,20,<=50K
42783,25,Private,Some-college,Never-married,Not-in-family,Asian-Pac-Islander,Male,40,<=50K
42784,28,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
42785,87,Private,HS-grad,Married-spouse-absent,Not-in-family,White,Male,16,<=50K
42786,54,Private,Masters,Divorced,Not-in-family,White,Female,40,<=50K
42787,21,Private,HS-grad,Never-married,Other-relative,White,Male,25,<=50K
42788,43,Private,5th-6th,Married-spouse-absent,Other-relative,White,Female,40,<=50K
42789,43,Federal-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42790,38,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
42791,46,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,35,<=50K
42792,65,Private,Some-college,Widowed,Not-in-family,White,Female,22,<=50K
42793,39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42794,60,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
42795,30,Private,Bachelors,Never-married,Not-in-family,White,Male,60,<=50K
42796,39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
42797,35,Private,Bachelors,Married-civ-spouse,Husband,White,Male,48,>50K
42798,31,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
42799,39,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
42800,33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42801,27,Private,Prof-school,Never-married,Other-relative,White,Female,40,<=50K
42802,31,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
42803,77,?,Some-college,Separated,Not-in-family,White,Male,2,<=50K
42804,40,State-gov,Assoc-acdm,Divorced,Unmarried,White,Female,40,<=50K
42805,58,Federal-gov,Masters,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
42806,37,Local-gov,Assoc-voc,Married-civ-spouse,Husband,White,Male,80,>50K
42807,39,Private,10th,Separated,Own-child,White,Male,40,<=50K
42808,30,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
42809,20,Private,Some-college,Never-married,Own-child,White,Female,4,<=50K
42810,36,?,HS-grad,Divorced,Other-relative,White,Female,40,<=50K
42811,30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
42812,39,Private,HS-grad,Never-married,Not-in-family,White,Male,42,<=50K
42813,43,Private,Some-college,Divorced,Not-in-family,White,Female,30,<=50K
42814,25,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
42815,42,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,45,>50K
42816,38,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
42817,67,Private,HS-grad,Married-civ-spouse,Husband,White,Male,30,<=50K
42818,57,Private,HS-grad,Divorced,Other-relative,White,Female,40,<=50K
42819,21,Private,Some-college,Never-married,Own-child,White,Male,20,<=50K
42820,35,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
42821,40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
42822,35,Private,10th,Married-civ-spouse,Wife,White,Female,40,<=50K
42823,74,?,9th,Married-civ-spouse,Husband,White,Male,10,<=50K
42824,19,Private,7th-8th,Never-married,Other-relative,White,Male,40,<=50K
42825,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,99,<=50K
42826,39,State-gov,Doctorate,Never-married,Not-in-family,White,Male,50,>50K
42827,17,?,12th,Never-married,Own-child,White,Male,40,<=50K
42828,47,?,HS-grad,Never-married,Other-relative,White,Female,50,<=50K
42829,32,Private,Bachelors,Never-married,Not-in-family,White,Male,50,>50K
42830,32,Local-gov,Bachelors,Never-married,Not-in-family,White,Female,48,<=50K
42831,51,Federal-gov,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
42832,48,?,Some-college,Never-married,Not-in-family,White,Male,35,<=50K
42833,38,Private,Bachelors,Married-civ-spouse,Husband,White,Male,38,<=50K
42834,19,?,Some-college,Never-married,Own-child,White,Female,20,<=50K
42835,52,Private,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
42836,21,Private,Some-college,Never-married,Own-child,White,Female,30,<=50K
42837,33,Private,HS-grad,Divorced,Other-relative,White,Male,40,<=50K
42838,18,Private,12th,Never-married,Other-relative,White,Male,20,<=50K
42839,32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
42840,28,Private,HS-grad,Married-civ-spouse,Husband,White,Male,44,>50K
42841,45,Private,HS-grad,Divorced,Unmarried,White,Female,32,<=50K
42842,21,Private,HS-grad,Never-married,Own-child,Black,Female,40,<=50K
42843,24,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
42844,53,Private,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
42845,54,Self-emp-not-inc,5th-6th,Married-civ-spouse,Husband,White,Male,55,<=50K
42846,28,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
42847,20,?,Some-college,Never-married,Own-child,White,Female,30,<=50K
42848,23,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42849,33,State-gov,Bachelors,Never-married,Unmarried,White,Female,40,<=50K
42850,45,Private,Some-college,Married-civ-spouse,Wife,White,Female,40,<=50K
42851,47,Self-emp-not-inc,7th-8th,Married-civ-spouse,Husband,White,Male,72,>50K
42852,35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,48,<=50K
42853,20,Private,Assoc-acdm,Never-married,Own-child,White,Female,20,<=50K
42854,35,Federal-gov,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
42855,50,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
42856,40,Private,10th,Never-married,Not-in-family,White,Male,40,<=50K
42857,50,Private,10th,Married-civ-spouse,Husband,White,Male,32,<=50K
42858,33,Private,9th,Divorced,Not-in-family,White,Male,50,<=50K
42859,37,Private,Bachelors,Never-married,Not-in-family,White,Female,44,<=50K
42860,37,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
42861,25,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
42862,17,Private,10th,Never-married,Own-child,Black,Male,15,<=50K
42863,49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
42864,66,Private,HS-grad,Widowed,Not-in-family,Black,Female,24,<=50K
42865,24,Private,HS-grad,Married-civ-spouse,Wife,White,Female,24,<=50K
42866,50,Private,Preschool,Married-civ-spouse,Husband,White,Male,40,<=50K
42867,56,Private,Bachelors,Divorced,Not-in-family,Asian-Pac-Islander,Female,40,<=50K
42868,68,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42869,65,Private,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
42870,67,Private,Some-college,Widowed,Not-in-family,White,Male,18,<=50K
42871,17,Private,11th,Never-married,Own-child,White,Male,18,<=50K
42872,27,Private,Some-college,Never-married,Not-in-family,White,Male,38,<=50K
42873,47,Local-gov,11th,Married-spouse-absent,Not-in-family,Black,Male,40,<=50K
42874,40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
42875,39,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42876,36,Private,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
42877,49,State-gov,HS-grad,Widowed,Not-in-family,White,Female,40,<=50K
42878,59,Private,HS-grad,Divorced,Not-in-family,White,Female,16,<=50K
42879,46,Private,Bachelors,Widowed,Unmarried,White,Female,20,<=50K
42880,71,?,Bachelors,Married-civ-spouse,Husband,White,Male,16,<=50K
42881,42,Self-emp-not-inc,Masters,Divorced,Unmarried,White,Female,70,<=50K
42882,46,Self-emp-inc,Prof-school,Married-civ-spouse,Husband,White,Male,50,>50K
42883,41,Private,HS-grad,Never-married,Not-in-family,Black,Female,40,<=50K
42884,20,State-gov,Some-college,Never-married,Own-child,White,Female,10,<=50K
42885,30,Private,11th,Married-civ-spouse,Husband,White,Male,55,<=50K
42886,29,Private,Some-college,Divorced,Not-in-family,White,Male,36,<=50K
42887,28,Private,Bachelors,Never-married,Not-in-family,White,Male,50,<=50K
42888,61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Wife,White,Female,36,<=50K
42889,30,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
42890,27,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
42891,58,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,32,<=50K
42892,37,Private,7th-8th,Married-civ-spouse,Husband,White,Male,45,<=50K
42893,24,Private,Assoc-voc,Never-married,Not-in-family,White,Male,40,<=50K
42894,48,Private,9th,Divorced,Not-in-family,White,Male,40,<=50K
42895,24,Private,Bachelors,Never-married,Not-in-family,Asian-Pac-Islander,Male,16,<=50K
42896,47,Private,9th,Married-civ-spouse,Husband,White,Male,48,>50K
42897,33,Private,Some-college,Never-married,Own-child,Asian-Pac-Islander,Female,40,<=50K
42898,26,Private,Bachelors,Never-married,Other-relative,White,Male,45,<=50K
42899,43,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
42900,29,Private,Assoc-acdm,Never-married,Not-in-family,White,Male,40,<=50K
42901,33,Private,Some-college,Married-civ-spouse,Husband,Black,Male,40,<=50K
42902,45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
42903,44,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42904,44,Private,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
42905,34,State-gov,HS-grad,Never-married,Not-in-family,Black,Female,40,<=50K
42906,25,Private,Assoc-voc,Never-married,Own-child,White,Female,36,<=50K
42907,59,Private,Prof-school,Married-civ-spouse,Husband,Black,Male,40,<=50K
42908,33,Private,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
42909,45,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
42910,58,Private,HS-grad,Divorced,Not-in-family,White,Female,42,<=50K
42911,18,Private,HS-grad,Never-married,Own-child,White,Male,26,<=50K
42912,35,Private,Assoc-voc,Divorced,Not-in-family,White,Male,40,<=50K
42913,55,Private,10th,Married-civ-spouse,Husband,White,Male,40,>50K
42914,43,Private,11th,Separated,Unmarried,White,Female,40,<=50K
42915,36,Private,12th,Married-civ-spouse,Husband,White,Male,40,<=50K
42916,42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
42917,45,Private,HS-grad,Married-civ-spouse,Other-relative,White,Female,50,<=50K
42918,20,Local-gov,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
42919,27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42920,23,Private,Some-college,Never-married,Own-child,White,Female,8,<=50K
42921,55,Private,5th-6th,Married-civ-spouse,Husband,White,Male,40,<=50K
42922,51,Private,11th,Never-married,Other-relative,Asian-Pac-Islander,Male,35,<=50K
42923,17,Private,10th,Never-married,Own-child,White,Male,16,<=50K
42924,28,Private,HS-grad,Never-married,Own-child,White,Male,50,<=50K
42925,31,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
42926,66,?,11th,Married-civ-spouse,Husband,White,Male,40,>50K
42927,61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,30,>50K
42928,19,Private,HS-grad,Never-married,Own-child,White,Male,20,<=50K
42929,28,Private,Some-college,Separated,Not-in-family,White,Male,40,<=50K
42930,39,Private,Masters,Married-civ-spouse,Husband,White,Male,45,<=50K
42931,34,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,>50K
42932,53,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
42933,54,Private,Bachelors,Divorced,Not-in-family,White,Female,40,<=50K
42934,44,Private,Bachelors,Married-civ-spouse,Husband,White,Male,35,>50K
42935,34,Private,Assoc-acdm,Never-married,Own-child,White,Female,40,<=50K
42936,41,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
42937,26,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42938,38,Private,Masters,Never-married,Not-in-family,White,Female,40,<=50K
42939,28,Private,Prof-school,Never-married,Not-in-family,White,Male,45,<=50K
42940,63,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
42941,51,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
42942,53,Federal-gov,Assoc-acdm,Married-civ-spouse,Wife,Black,Female,40,>50K
42943,35,Federal-gov,Assoc-acdm,Divorced,Unmarried,Black,Female,40,<=50K
42944,49,Self-emp-inc,Bachelors,Never-married,Not-in-family,White,Male,60,<=50K
42945,43,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
42946,50,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
42947,49,Self-emp-inc,Some-college,Divorced,Not-in-family,White,Female,40,<=50K
42948,43,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
42949,49,Private,Prof-school,Never-married,Other-relative,White,Male,48,<=50K
42950,29,Private,Assoc-voc,Married-civ-spouse,Other-relative,White,Female,40,<=50K
42951,30,Private,Assoc-voc,Never-married,Own-child,White,Female,32,<=50K
42952,32,Private,HS-grad,Married-civ-spouse,Wife,Black,Female,40,<=50K
42953,51,Self-emp-inc,Some-college,Divorced,Own-child,White,Female,70,<=50K
42954,33,Federal-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42955,38,Private,Bachelors,Divorced,Own-child,White,Male,50,<=50K
42956,38,Self-emp-inc,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
42957,45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,42,<=50K
42958,18,Federal-gov,HS-grad,Never-married,Own-child,White,Male,50,<=50K
42959,69,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Husband,White,Male,15,>50K
42960,54,Private,Some-college,Widowed,Unmarried,White,Female,40,<=50K
42961,44,Federal-gov,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
42962,40,Private,HS-grad,Divorced,Unmarried,Black,Female,40,<=50K
42963,40,Private,HS-grad,Never-married,Own-child,White,Male,44,<=50K
42964,20,Private,Some-college,Never-married,Not-in-family,White,Male,50,<=50K
42965,36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,56,>50K
42966,39,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
42967,18,Private,11th,Never-married,Own-child,White,Male,40,<=50K
42968,42,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42969,27,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
42970,22,?,Some-college,Never-married,Own-child,White,Male,15,>50K
42971,38,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42972,24,Private,Some-college,Never-married,Not-in-family,Black,Male,35,<=50K
42973,41,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
42974,20,Private,Some-college,Never-married,Own-child,White,Female,45,<=50K
42975,62,Private,11th,Divorced,Not-in-family,Black,Female,40,<=50K
42976,31,Private,Masters,Never-married,Not-in-family,White,Female,40,>50K
42977,35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
42978,58,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
42979,20,Private,Some-college,Never-married,Own-child,Black,Female,20,<=50K
42980,38,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
42981,29,Private,Bachelors,Married-civ-spouse,Husband,White,Male,55,>50K
42982,21,Private,Some-college,Never-married,Own-child,Black,Female,40,<=50K
42983,27,Private,7th-8th,Divorced,Not-in-family,White,Female,50,<=50K
42984,48,State-gov,Bachelors,Divorced,Not-in-family,White,Male,40,<=50K
42985,34,Private,HS-grad,Never-married,Not-in-family,White,Female,37,>50K
42986,33,Private,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
42987,29,Private,HS-grad,Never-married,Unmarried,White,Female,42,<=50K
42988,45,Private,Assoc-voc,Divorced,Not-in-family,White,Female,44,<=50K
42989,22,Private,Some-college,Never-married,Own-child,White,Male,15,<=50K
42990,31,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
42991,25,Private,Some-college,Never-married,Own-child,Asian-Pac-Islander,Male,40,<=50K
42992,59,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
42993,18,?,Some-college,Never-married,Own-child,White,Female,30,<=50K
42994,18,Private,11th,Never-married,Own-child,White,Female,20,<=50K
42995,42,Private,7th-8th,Married-civ-spouse,Husband,White,Male,99,<=50K
42996,42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,52,>50K
42997,26,Local-gov,Bachelors,Never-married,Unmarried,Black,Female,40,<=50K
42998,18,?,12th,Never-married,Own-child,White,Female,20,<=50K
42999,20,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
43000,18,Local-gov,Some-college,Never-married,Own-child,White,Male,12,<=50K
43001,44,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
43002,76,Local-gov,HS-grad,Widowed,Not-in-family,White,Female,40,<=50K
43003,34,Private,HS-grad,Never-married,Not-in-family,Black,Female,25,<=50K
43004,60,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,20,<=50K
43005,19,Private,Some-college,Never-married,Own-child,White,Male,35,<=50K
43006,35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,38,>50K
43007,26,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
43008,41,Private,Bachelors,Divorced,Not-in-family,White,Female,45,>50K
43009,29,Private,Bachelors,Never-married,Not-in-family,Asian-Pac-Islander,Male,1,<=50K
43010,24,Private,Some-college,Never-married,Not-in-family,White,Male,35,<=50K
43011,39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
43012,58,Local-gov,HS-grad,Divorced,Not-in-family,Black,Male,40,<=50K
43013,40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
43014,29,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,>50K
43015,44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
43016,27,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
43017,52,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,60,<=50K
43018,40,Federal-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
43019,59,Self-emp-inc,5th-6th,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
43020,19,Private,HS-grad,Never-married,Own-child,Black,Female,35,<=50K
43021,23,Private,Some-college,Never-married,Own-child,White,Female,37,<=50K
43022,32,Private,Assoc-voc,Divorced,Unmarried,White,Female,35,<=50K
