age,workclass,education,marital-status,relationship,race,gender,hours-per-week,income
75,State-gov,Some-college,Widowed,Not-in-family,White,Female,10,<=50K
30,Private,Bachelors,Married-civ-spouse,Wife,White,Female,40,<=50K
26,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Own-child,Black,Female,20,<=50K
53,Federal-gov,Some-college,Separated,Not-in-family,Black,Female,40,<=50K
48,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
33,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
47,State-gov,Some-college,Divorced,Unmarried,White,Male,40,<=50K
51,Private,Bachelors,Divorced,Unmarried,White,Female,50,<=50K
54,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
51,Private,Bachelors,Married-civ-spouse,Husband,White,Male,55,>50K
47,Private,Bachelors,Divorced,Not-in-family,White,Female,35,<=50K
34,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
31,Self-emp-not-inc,HS-grad,Divorced,Not-in-family,White,Male,60,<=50K
42,Private,Some-college,Married-civ-spouse,Husband,White,Male,90,>50K
24,Private,Some-college,Never-married,Own-child,Black,Female,40,<=50K
79,Private,7th-8th,Widowed,Unmarried,Black,Male,5,<=50K
38,Private,HS-grad,Married-civ-spouse,Wife,Black,Female,40,<=50K
67,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
25,Private,Some-college,Never-married,Own-child,White,Female,40,<=50K
47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
25,Private,HS-grad,Married-civ-spouse,Wife,White,Female,20,<=50K
47,Private,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
46,Private,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
26,Private,HS-grad,Married-civ-spouse,Husband,White,Male,38,<=50K
32,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
26,Federal-gov,Prof-school,Never-married,Not-in-family,Asian-Pac-Islander,Female,20,<=50K
52,Private,Assoc-voc,Divorced,Not-in-family,White,Female,36,<=50K
61,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
46,Federal-gov,Assoc-voc,Divorced,Not-in-family,White,Female,40,<=50K
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
48,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
41,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
47,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22,Private,Some-college,Never-married,Not-in-family,White,Male,10,<=50K
57,Self-emp-inc,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
20,Private,Some-college,Never-married,Own-child,White,Female,30,<=50K
64,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
36,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,<=50K
40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
31,Private,HS-grad,Never-married,Not-in-family,White,Male,42,<=50K
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,70,<=50K
42,Private,5th-6th,Separated,Unmarried,White,Female,40,<=50K
25,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
27,Private,Some-college,Never-married,Own-child,Black,Female,40,<=50K
47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
31,Private,Some-college,Divorced,Own-child,White,Female,35,<=50K
29,Private,Bachelors,Never-married,Not-in-family,White,Female,50,>50K
17,Private,10th,Never-married,Own-child,White,Male,40,<=50K
38,Private,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
31,Private,11th,Married-civ-spouse,Husband,White,Male,40,>50K
23,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
24,Private,Bachelors,Never-married,Own-child,White,Female,30,<=50K
25,Private,HS-grad,Married-spouse-absent,Not-in-family,White,Male,55,<=50K
44,Private,Some-college,Married-civ-spouse,Wife,White,Female,38,<=50K
48,Private,Some-college,Divorced,Not-in-family,White,Female,60,<=50K
35,Private,11th,Never-married,Not-in-family,White,Male,40,<=50K
35,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
38,Private,Masters,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
68,Private,Some-college,Married-civ-spouse,Husband,White,Male,10,<=50K
59,Private,HS-grad,Divorced,Unmarried,Black,Female,35,<=50K
43,Local-gov,Bachelors,Divorced,Unmarried,White,Female,50,<=50K
28,Private,Some-college,Never-married,Own-child,Black,Male,40,<=50K
50,Self-emp-not-inc,Bachelors,Divorced,Not-in-family,White,Male,50,<=50K
45,Private,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
17,Private,11th,Never-married,Own-child,White,Female,16,<=50K
44,Local-gov,Masters,Never-married,Not-in-family,White,Male,33,>50K
26,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
27,Private,Some-college,Never-married,Not-in-family,White,Male,49,<=50K
40,Private,Some-college,Married-civ-spouse,Husband,White,Male,35,>50K
45,Private,Masters,Married-civ-spouse,Husband,White,Male,43,<=50K
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
28,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
54,Self-emp-not-inc,Some-college,Never-married,Unmarried,White,Female,40,<=50K
43,Private,Bachelors,Divorced,Unmarried,Black,Female,45,>50K
40,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,Other,Male,40,>50K
19,Private,Some-college,Never-married,Own-child,White,Female,18,<=50K
24,Private,Some-college,Never-married,Not-in-family,White,Male,45,<=50K
20,Private,HS-grad,Never-married,Not-in-family,White,Male,50,<=50K
55,Private,HS-grad,Never-married,Not-in-family,White,Male,54,<=50K
39,Private,12th,Married-civ-spouse,Husband,White,Male,45,<=50K
22,Private,Assoc-acdm,Never-married,Own-child,Asian-Pac-Islander,Female,30,<=50K
44,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,>50K
30,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
74,Private,HS-grad,Widowed,Unmarried,White,Female,26,<=50K
30,Private,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
31,Private,Some-college,Divorced,Not-in-family,White,Female,40,<=50K
59,Private,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
24,Private,Bachelors,Never-married,Own-child,White,Female,40,<=50K
21,Private,5th-6th,Never-married,Not-in-family,White,Male,36,<=50K
51,Private,Some-college,Married-civ-spouse,Husband,White,Male,48,>50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
51,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Wife,White,Female,30,>50K
20,Private,Some-college,Never-married,Own-child,White,Female,15,<=50K
59,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
31,Local-gov,Bachelors,Never-married,Own-child,White,Female,30,<=50K
39,Private,Some-college,Separated,Unmarried,White,Male,45,<=50K
31,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
57,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
35,Self-emp-not-inc,1st-4th,Married-civ-spouse,Husband,White,Male,65,<=50K
40,State-gov,Doctorate,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
17,Private,11th,Never-married,Own-child,White,Male,20,<=50K
34,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
33,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
47,Self-emp-not-inc,Bachelors,Divorced,Not-in-family,White,Female,5,<=50K
49,Private,Bachelors,Married-civ-spouse,Husband,White,Male,46,>50K
24,Private,Bachelors,Married-spouse-absent,Own-child,Black,Female,20,<=50K
28,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
30,Local-gov,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
31,Private,10th,Never-married,Not-in-family,White,Male,45,<=50K
40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
46,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
54,Local-gov,5th-6th,Never-married,Not-in-family,White,Male,35,<=50K
50,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,48,<=50K
35,Private,9th,Married-civ-spouse,Wife,White,Female,40,<=50K
44,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
46,State-gov,Some-college,Married-spouse-absent,Not-in-family,Asian-Pac-Islander,Male,50,<=50K
22,State-gov,Bachelors,Never-married,Own-child,White,Female,20,<=50K
38,Private,Some-college,Never-married,Not-in-family,White,Female,30,<=50K
46,Private,Some-college,Never-married,Not-in-family,White,Male,50,>50K
81,Private,7th-8th,Widowed,Not-in-family,White,Female,2,<=50K
36,Self-emp-not-inc,HS-grad,Never-married,Own-child,White,Male,35,<=50K
28,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
51,Private,Some-college,Married-civ-spouse,Husband,White,Male,48,<=50K
45,Private,Some-college,Divorced,Not-in-family,White,Female,40,<=50K
40,Private,HS-grad,Separated,Not-in-family,White,Male,40,<=50K
44,Private,Masters,Married-civ-spouse,Husband,White,Male,44,>50K
35,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
34,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
25,Private,Some-college,Divorced,Not-in-family,White,Female,20,<=50K
66,Private,HS-grad,Married-civ-spouse,Husband,White,Male,24,<=50K
30,Local-gov,Bachelors,Never-married,Not-in-family,White,Male,35,<=50K
40,Self-emp-not-inc,9th,Divorced,Not-in-family,Amer-Indian-Eskimo,Female,20,<=50K
43,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,<=50K
43,Private,Some-college,Divorced,Unmarried,White,Female,38,<=50K
44,Private,Assoc-acdm,Widowed,Unmarried,White,Female,40,<=50K
48,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
42,Private,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
25,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
33,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
28,State-gov,Bachelors,Never-married,Not-in-family,White,Male,65,>50K
24,Private,Bachelors,Never-married,Not-in-family,White,Male,42,<=50K
29,Private,Bachelors,Never-married,Not-in-family,White,Male,45,<=50K
51,State-gov,HS-grad,Married-civ-spouse,Husband,Black,Male,60,>50K
47,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
45,Private,Some-college,Never-married,Not-in-family,White,Male,50,<=50K
36,Private,Assoc-voc,Separated,Unmarried,Black,Female,40,<=50K
54,Private,11th,Married-civ-spouse,Husband,White,Male,42,<=50K
23,Private,Some-college,Never-married,Own-child,White,Female,40,<=50K
36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
44,Private,HS-grad,Married-civ-spouse,Husband,White,Male,42,<=50K
27,Local-gov,Assoc-voc,Never-married,Not-in-family,White,Female,72,>50K
53,Private,Assoc-acdm,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,40,<=50K
30,Private,Some-college,Never-married,Own-child,White,Female,40,<=50K
67,Federal-gov,HS-grad,Never-married,Not-in-family,White,Male,40,>50K
24,Private,Masters,Never-married,Unmarried,Black,Female,38,<=50K
33,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
29,Self-emp-not-inc,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
51,Self-emp-not-inc,Bachelors,Divorced,Unmarried,White,Female,40,<=50K
44,Private,HS-grad,Never-married,Unmarried,Black,Male,32,<=50K
27,Private,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
36,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
57,Local-gov,Bachelors,Divorced,Not-in-family,White,Female,35,<=50K
43,Private,HS-grad,Divorced,Unmarried,White,Female,24,<=50K
62,Private,HS-grad,Married-spouse-absent,Not-in-family,White,Male,54,<=50K
53,Private,Assoc-acdm,Separated,Unmarried,White,Female,40,<=50K
44,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
44,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
22,Private,Some-college,Never-married,Own-child,White,Female,40,<=50K
57,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
52,Private,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
66,Private,HS-grad,Widowed,Not-in-family,White,Male,22,<=50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,99,<=50K
33,Private,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
23,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
36,Private,HS-grad,Never-married,Other-relative,White,Male,40,<=50K
50,State-gov,Masters,Divorced,Not-in-family,White,Male,60,>50K
39,State-gov,HS-grad,Never-married,Unmarried,White,Female,55,<=50K
50,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,55,<=50K
23,Private,Assoc-acdm,Married-civ-spouse,Wife,White,Female,45,<=50K
39,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
43,Private,Bachelors,Married-civ-spouse,Wife,Black,Female,40,>50K
23,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
44,Self-emp-inc,Prof-school,Married-civ-spouse,Husband,White,Male,55,>50K
57,Self-emp-not-inc,11th,Married-civ-spouse,Husband,White,Male,99,<=50K
47,Local-gov,HS-grad,Divorced,Own-child,White,Female,32,<=50K
28,Private,7th-8th,Separated,Unmarried,Black,Female,40,<=50K
17,Private,11th,Never-married,Own-child,White,Male,15,<=50K
43,Private,Masters,Separated,Unmarried,White,Female,50,<=50K
47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
53,Self-emp-inc,10th,Married-civ-spouse,Husband,White,Male,60,<=50K
26,Private,Some-college,Never-married,Own-child,White,Female,40,<=50K
46,Private,Doctorate,Married-civ-spouse,Husband,White,Male,40,>50K
20,Private,Some-college,Never-married,Not-in-family,White,Female,25,<=50K
48,Local-gov,Bachelors,Divorced,Not-in-family,Black,Female,43,>50K
49,Private,HS-grad,Divorced,Not-in-family,White,Female,40,>50K
52,Federal-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
51,Private,HS-grad,Divorced,Not-in-family,White,Male,60,<=50K
31,Private,Masters,Married-civ-spouse,Wife,White,Female,40,>50K
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
41,Private,Some-college,Divorced,Unmarried,White,Male,46,<=50K
46,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
25,Private,Assoc-voc,Never-married,Not-in-family,White,Male,65,>50K
23,Private,HS-grad,Married-civ-spouse,Husband,White,Male,27,<=50K
43,Private,Bachelors,Married-civ-spouse,Husband,White,Male,38,<=50K
41,Private,Some-college,Never-married,Not-in-family,White,Male,15,<=50K
29,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
27,Private,Bachelors,Married-civ-spouse,Wife,White,Female,45,>50K
24,Private,Bachelors,Never-married,Own-child,White,Female,35,<=50K
44,Local-gov,Some-college,Married-civ-spouse,Wife,White,Female,38,>50K
31,Private,HS-grad,Never-married,Other-relative,Black,Male,40,<=50K
43,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
41,Local-gov,HS-grad,Divorced,Unmarried,Black,Female,40,>50K
43,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
50,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
70,Self-emp-not-inc,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
78,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
26,Private,Some-college,Never-married,Other-relative,Black,Female,40,<=50K
73,Private,HS-grad,Divorced,Not-in-family,White,Female,32,<=50K
47,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
61,Private,HS-grad,Divorced,Not-in-family,Black,Male,40,<=50K
45,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
47,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
38,Self-emp-not-inc,Bachelors,Never-married,Own-child,White,Female,20,<=50K
21,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
46,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
23,Private,Bachelors,Never-married,Own-child,White,Female,40,<=50K
28,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,Other,Male,70,>50K
18,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
50,State-gov,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
34,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
30,Private,Bachelors,Never-married,Not-in-family,Black,Female,40,<=50K
53,Private,1st-4th,Divorced,Not-in-family,White,Male,40,<=50K
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,20,<=50K
62,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
28,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
39,Self-emp-not-inc,10th,Separated,Not-in-family,Black,Male,40,<=50K
28,Private,Some-college,Never-married,Own-child,White,Male,20,<=50K
44,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,75,<=50K
26,Private,Bachelors,Never-married,Not-in-family,Black,Male,40,<=50K
32,Private,11th,Married-spouse-absent,Own-child,White,Male,40,<=50K
39,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,45,<=50K
27,Private,Bachelors,Never-married,Other-relative,White,Female,15,<=50K
31,Private,Prof-school,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
61,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
32,Private,10th,Married-civ-spouse,Husband,White,Male,38,<=50K
24,Self-emp-not-inc,11th,Never-married,Not-in-family,White,Female,3,<=50K
39,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
29,Private,Some-college,Married-civ-spouse,Husband,White,Male,46,<=50K
52,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
26,Self-emp-not-inc,HS-grad,Never-married,Not-in-family,White,Male,35,<=50K
30,Private,Assoc-acdm,Never-married,Own-child,White,Female,15,<=50K
70,Private,HS-grad,Married-civ-spouse,Husband,White,Male,30,<=50K
29,Private,HS-grad,Never-married,Own-child,White,Male,30,<=50K
32,Private,Some-college,Divorced,Other-relative,White,Female,40,<=50K
32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
58,Private,12th,Married-civ-spouse,Husband,White,Male,40,<=50K
75,Self-emp-not-inc,11th,Widowed,Not-in-family,White,Male,40,<=50K
37,Private,Bachelors,Divorced,Not-in-family,White,Male,40,<=50K
39,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
66,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
46,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
49,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,42,>50K
32,Private,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
44,Private,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
42,Private,Bachelors,Divorced,Not-in-family,White,Female,50,>50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
22,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
33,Private,HS-grad,Separated,Not-in-family,Other,Male,37,<=50K
54,Federal-gov,HS-grad,Married-civ-spouse,Husband,White,Male,41,>50K
36,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
36,Private,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
44,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,50,>50K
49,Private,Bachelors,Divorced,Not-in-family,White,Female,50,>50K
40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
31,Self-emp-not-inc,HS-grad,Never-married,Not-in-family,White,Male,27,<=50K
81,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,25,<=50K
40,Private,HS-grad,Divorced,Own-child,Black,Male,40,<=50K
47,Private,Some-college,Married-civ-spouse,Husband,White,Male,10,<=50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
42,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
29,Private,7th-8th,Married-civ-spouse,Husband,White,Male,40,>50K
40,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,48,<=50K
28,Private,Bachelors,Married-civ-spouse,Wife,White,Female,20,>50K
32,State-gov,Assoc-voc,Divorced,Not-in-family,White,Female,43,<=50K
35,Private,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
52,State-gov,Masters,Divorced,Not-in-family,White,Female,40,<=50K
17,Private,12th,Never-married,Own-child,White,Female,24,<=50K
23,Private,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
76,Private,7th-8th,Married-civ-spouse,Husband,White,Male,45,<=50K
41,Self-emp-not-inc,Doctorate,Never-married,Not-in-family,White,Male,30,<=50K
46,Private,HS-grad,Divorced,Unmarried,White,Female,55,<=50K
49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
60,Federal-gov,HS-grad,Married-spouse-absent,Not-in-family,White,Male,40,<=50K
62,Private,HS-grad,Never-married,Not-in-family,Black,Female,37,<=50K
46,Federal-gov,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,>50K
50,Private,HS-grad,Married-spouse-absent,Not-in-family,White,Male,45,<=50K
39,Private,Assoc-voc,Separated,Own-child,White,Female,40,<=50K
20,Private,Some-college,Never-married,Own-child,White,Male,30,<=50K
38,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
56,Private,HS-grad,Divorced,Unmarried,White,Male,10,<=50K
30,Self-emp-not-inc,Assoc-voc,Separated,Not-in-family,White,Male,40,<=50K
41,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
29,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
43,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,<=50K
28,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,<=50K
30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,35,>50K
19,Private,HS-grad,Never-married,Own-child,White,Male,30,<=50K
56,Private,Some-college,Married-civ-spouse,Husband,White,Male,34,<=50K
28,Private,HS-grad,Married-civ-spouse,Husband,White,Male,35,<=50K
23,Private,Bachelors,Never-married,Not-in-family,White,Male,35,<=50K
34,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,60,>50K
43,Private,Bachelors,Married-civ-spouse,Husband,Black,Male,40,>50K
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,20,<=50K
43,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
60,Self-emp-inc,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
42,Private,HS-grad,Married-civ-spouse,Husband,White,Male,85,<=50K
32,Local-gov,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
31,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
25,Private,HS-grad,Never-married,Not-in-family,White,Male,36,<=50K
25,Private,12th,Married-civ-spouse,Husband,Black,Male,40,<=50K
41,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Husband,White,Male,50,>50K
26,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
45,Local-gov,Bachelors,Married-civ-spouse,Husband,Black,Male,65,>50K
35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
21,Private,9th,Never-married,Other-relative,White,Male,40,<=50K
39,Federal-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
22,Private,Bachelors,Never-married,Own-child,White,Male,45,<=50K
66,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
32,Federal-gov,Some-college,Divorced,Unmarried,White,Male,40,<=50K
39,Private,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
41,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
31,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
27,Private,11th,Never-married,Own-child,Other,Male,40,<=50K
34,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
43,State-gov,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
56,Private,HS-grad,Never-married,Own-child,White,Female,35,<=50K
34,Private,HS-grad,Married-civ-spouse,Wife,Black,Female,40,<=50K
23,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
29,Private,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
34,Private,Assoc-acdm,Never-married,Unmarried,White,Female,40,<=50K
37,Private,Bachelors,Never-married,Not-in-family,Black,Female,40,<=50K
42,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,45,>50K
51,Local-gov,HS-grad,Separated,Unmarried,White,Female,40,<=50K
34,Private,HS-grad,Divorced,Unmarried,Black,Female,40,<=50K
60,Self-emp-not-inc,9th,Married-civ-spouse,Husband,White,Male,70,<=50K
41,Private,HS-grad,Never-married,Unmarried,White,Male,40,<=50K
27,Local-gov,Bachelors,Married-civ-spouse,Husband,Black,Male,40,<=50K
46,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
22,Private,HS-grad,Divorced,Own-child,White,Female,35,<=50K
18,Private,11th,Never-married,Own-child,White,Male,15,<=50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
40,Private,Bachelors,Never-married,Not-in-family,White,Male,30,<=50K
24,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
28,Self-emp-not-inc,Some-college,Never-married,Own-child,White,Male,30,<=50K
53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,99,<=50K
25,Private,Some-college,Never-married,Not-in-family,White,Female,65,<=50K
18,Private,HS-grad,Never-married,Own-child,White,Female,20,<=50K
64,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,35,<=50K
45,Private,Bachelors,Never-married,Not-in-family,Black,Female,44,>50K
32,Private,11th,Divorced,Own-child,Black,Male,45,<=50K
30,Private,HS-grad,Never-married,Not-in-family,White,Female,30,<=50K
35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
19,Private,HS-grad,Never-married,Other-relative,White,Female,28,<=50K
31,Private,Bachelors,Never-married,Not-in-family,White,Female,40,>50K
39,Private,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
33,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
25,Private,HS-grad,Never-married,Other-relative,White,Male,45,<=50K
55,Private,HS-grad,Divorced,Other-relative,White,Female,40,<=50K
23,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
